ID,Current Position,Targeted Position,Total Working Experience,Candidate Level,Domisili,Education 1,Education 2,Education 3,Expected Benefit Botom,Expected Benefit Up,Notice Period,Tech Stack,Certification,Estimate Bottom,Estimate Up
SKU-MANU471,Mahasiswa,,1,Junior,"Kota Bandung, Jawa Barat",ILMU KOMUNIKASIN | UNIVERSITAS PASUNDAN,,,0,0,,"Fotografi, Videografi, Publik Speaking, Televisi, Komunikasi Korporat, Manage Sosial Media, Edit Konten Menarik Menggunakan Aplikasi Capcut dan Vn, Kreatif dan Inovatif, Teliti dan Adaptif, Memiliki Skill Publik Speaking dan Komunikasi Persuasif yang Baik",,3000000.0,5000000.0
SKU-FRNU325,Front End Engineer,,6,Mid-Level,"Bogor Regency, West Java, Indonesia","POLITEKNIK NEGERI JAKARTA - Indonesia, Bachelor of Applied Science (B.App.Sc.), 2014-2018",,,0,0,,"React.js, Next.js, React Native, React Query, Material UI, Mantine UI, Tailwind CSS, JavaScript, TypeScript, Git, Firebase, CodeIgniter 3, Figma, Affinity Designer",[],12000000.0,18000000.0
SKU-ADAD006,Admin E-Commerce,Admin,1,Junior,,Rakamin Academy / Digital Marketing / 2021,Telkom University / D3 Manajemen Pemasaran / 2016-2019,,0,0,,"Microsoft Office, Attention to Detail, Communication",,3000000.0,5000000.0
SKU-BANU935,Backend Developer,,3,Mid-Level,,"S1 Sekolah Tinggi Multi Media ""MMTC"", Yogyakarta, 2023","SMK St. Louis, Surabaya, 2018",,0,0,,"PHP, Laravel, Livewire, Codeigniter, Java Spring Boot, Go-lang, Go Fiber, Gorm, Django, Bootstrap, Tailwind, HTML, CSS, JWT, Javascript, MySQl, PostgreSQL, RESTful API, Open Api (Swagger), Postman, SourceTree, Ngrok, Gitlab, Github","[""Certi\u0000cate of Participation Re-Cloud Challenges Indonesia - 2021, Alibaba Cloud\nNomor: ACLO05210300047257, 2021"",""Certi\u0000cate Apsara Clouder - Cloud Computing 6th Generation Elastic Compute Service Technical Essentials -\n2021, Alibaba Cloud\nNomor: ACLC63210200046001, 2021"",""Certi\u0000cate Apsara Clouder - Cloud Computing Construct a Dynamic Website - 2021Alibaba Cloud\nNomor: ACFC02210200046003, 2021"",""Serti\u0000kat Setting Up Server dengan Alibaba Cloud Elastic Compute Service - 2021, Codepolitan\nNomor: 720VL5E, 2021"",""Serti\u0000kat Pelatihan Perluasan Kehadiran Online dengan Strategi Bisnis yang Tepat Batch 3 - 2020, Google\nGapura Digital\nNomor: -, 2021"",""Webinar Pengembangan Konten Pendidikan Melalui Kolaborasi Penyiaran di Era Digital - 2020, Kementrian\nKomunikasi dan Informasi (Kominfo) dan Sekolah Tinggi Multi Media \""MMTC\""\nNomor: 1068/STMM.34/LT.03.01/09/2020, 2020"",""Serti\u0000kat Pelatihan Perluasan Kehadiran Online dengan Strategi Bisnis yang Tepat Batch 2 - 2020, Google\nGapura Digital\nNomor: -, 2021"",""Serti\u0000kat Pelatihan Perluasan Kehadiran Online dengan Strategi Bisnis yang Tepat Batch 1 - 2020, Google\nGapura Digital\nNomor: -, 2021"",""Serti\u0000kat Kelas Membangun Website Toko Online Berbasis CodeIgniter - 2020, Codepolitan\nNomor: WCTGZPL, 2020""]",8000000.0,12000000.0
SKU-JUNU1263,Junior Programmer,,1,Junior,Garut,"Aug 2020- Aug 2023
Diploma - Manajemen Informatika
Politeknik LP3I Bandung","Juli 2017 - May 2020
Ilmu Pengetahuan Alam
SMA Negeri 13 Garut",,0,0,,"Phyton, MySQL, HTML, PostgreSQL, JavaScript","[""Programmer & Software Development (Junior Web Programmer)""]",4000000.0,6000000.0
SKU-SENU724,Senior Mobile & EDC Developer,,3,Mid-Level,Jakarta Barat,Multimedia Vocational School | Al-Amanah Vocational School 2017 - 2019,GLINTS ACADEMY Jun 2020 - Sept 2020,,0,0,,"JavaScript, Java, TypeScript, PHP, HTML5, React Native, Android SDK, iOS SDK, Swift, Laravel, Mobile Development, API Integration, Problem Solving",[],8000000.0,14000000.0
SKU-QAFU040,QA Test Engineer,Functional Tester,3,Mid-Level,Jakarta,Universitas Gunadarma/Sistem Informasi/3.34-4.00,SMK Terpadu Takwa/Jurusan Multimedia -,"Belitang, Sumatera Selatan Jun 2015 - Mar 2018",0,0,,"Katalon Studio, Apache Jmeter, Laravel Developer, MySQL, Microsoft Office, Postman, Java, HTML, CSS, JavaScript, Bootstrap","[""Certificate Of Competence\nOccupation of Junior Web\nProgrammer - BNSP 2022"",""Certificate of training - Basic Web\nApplication Development- 2022"",""Asean Data Science Explorers 2022"",""Certificate of Training JavaScript\nProgramming Language\nFundamental 2021""]",8000000.0,12000000.0
SKU-FRNU553,Frontend Developer,,3,Mid-Level,Jakarta,"University of Muhammadiyah Malang 2017
Bachelor Degree of Mechanical Engineering",,,0,0,,"Javascript, Typescript, ReactJs/NextJs, VueJs/NuxtJs, React Native, ThreeJs, HTML, CSS, Bootstrap, Tailwind, SEO Optimization, Google Tag Manager/Facebook Pixel, Postman/Swagger, Git, Jira/Asana","[""Fullstack Developer - Dumbways Indonesia January, 2021 Skills: Javascipt, React, React Native, NodeJs, ExpressJs"",""Belajar Dasar Pemrograman Web - Dicoding Indonesia June, 2020 Skills: HTML, CSS, Javasript"",""Belajar Membuat Aplikasi Android untuk Pemula - Dicoding Indonesia July, 2020 Skills: Kotlin"",""Memulai Pemrograman Dengan Kotlin - Dicoding Indonesia June, 2020 Skills: Kotlin""]",8000000.0,12000000.0
SKU-LEFU244,Lead Programmer,Fullstack Developer,4,Mid-Level,"Makassar, Indonesia","Hasanuddin University - Bachelor of Science, Physics - 2015 - 2020",,,0,0,,"Python, SQL ( MySQL), Firebase, Linux Server, JavaScript (ES6, React, Node.js, Next.js, Express.js), PHP (Codeigniter), Flutter (Bloc State Management), Android Studio (Java), Typescript, HTML/ CSS",,8000000.0,15000000.0
SKU-JUNU138,Junior Content Writer,,3,Junior,Subang,"S1 Bahasa dan Sastra Indonesia (GPA: 3.91/4.00)
UNIVERSITAS PENDIDIKAN INDONESIA - BANDUNG
2021 - Sekarang","SMK NEGERI 1 SUBANG - SUBANG
2017 - 2020
SMK / Rekayasa Perangkat Lunak",,0,0,,"Copywriter, Microsoft Office (Word, Excel, dan PowerPoint), Content Writer, Canva, Figma, Research & Analysis",,4000000.0,6000000.0
SKU-NUNU652,,,3,Mid-Level,"Bandung, Jawa Barat",Telkom University Bachelor Degree 2023 - Now,Telkom University Diploma Degree 2020 - 2023,,0,0,,"PHP, Javascript, Typescript, Codeigniter, Laravel, Nodejs, Expressjs, Nestjs, Mysql, Postgres, Mongo, Docker, Boostrap, Communnications, Problem Solving",,8000000.0,12000000.0
SKU-SONU1275,Software Engineer,,1,Junior,"Bandung,Indonesia","D3, Politeknik Negri Bandung, Bandung",,,0,0,,"JavaScript, CSS, PHP, NodeJs, Laravel, SQL, HMTL, Codelgneter",[],4000000.0,7000000.0
SKU-MANU1198,Mahasiswa di Universitas Nahdlatul Ulama Sunan Giri Bojonegoro,,7,Mid-Level,"Bojonegoro, Jawa Timur, Indonesia","Universitas Nahdlatul Ulama Sunan Giri Bojonegoro, Bachelor's degree, Layanan Konseling Sekolah/Pendidikan · (2018 - 2023)",,,0,0,,"Go (Programming Language), PHP, Back-End Web Development",[],8000000.0,12000000.0
SKU-SONU1053,Software Engineer,,3,Mid-Level,,"Politeknik Harapan Bersama - Tegal Sep 2017 - Oct 2022 Bachelor Degree in Informatics Engineering, 3.84/4.00 Predikat : Dengan Pujian (Cumlaude)",,,0,0,,"SDLC, Aplikasi Testing, Analisa Sistem, Pemogramaan, Machine Learning, Graphic Designer, Konfigurasi Jaringan, Troubleshooting Komputer",,8000000.0,12000000.0
SKU-FRNU1339,Front End Developer,,2,Junior,"Bandung, Jawa Barat, Indonesia","Universitas Terbuka, Sistem Informasi · (2023 - 2026)","SMK Negeri 2 Tasikmalaya, Sistem Informatika Jaringan dan Aplikasi · (2019 - 2023)",,0,0,,"Embedded JavaScript (EJS), React.js, Three.js, Kotlin","[""Belajar Membuat Front-End Web untuk Pemula"",""Junior Web Developer"",""Path Pengembangan Web (Node.Js)"",""Partisipant of Cybersecurity Training and has successfully completed modul CompTIA Linux+,CompTIA Security+ and CompTIA PenTest+""]",6000000.0,9000000.0
SKU-FRNU1110,Frontend Engineer,,2,Junior,,Binar Academy (Oct 2023 – Feb 2024) Front End Engineering,"Universitas Gadjah Mada (2016-2021) Bachelor of Science, Faculty of Biology – GPA 3.49/4.00",,0,0,,"HTML5, CSS, SaaS, JavaScript, Bootstrap, Tailwind CSS, AntDesign, React, Redux, Next.js, Git, GitHub, Figma, CodePen, Vite, Vercel","[""Front End Engineering Wave 14 Binar Academy (Feb 2024)"",""Responsive Web Design FreeCodeCamp (Oct 2023)"",""JavaScript Algorithm and Data Structure FreeCodeCamp (Oct 2023)"",""Front End Development Libraries FreeCodeCamp (Nov 2023)""]",6000000.0,9000000.0
SKU-BANU761,Backend Using Java (Bootcamp),,2,Junior,Kebumen,"STMIK PRANATA INDONESIA, INFORMATION SYSTEMS, 2021",,,0,0,,"Java, Springboot, PHP, .NET, MySQL, PostgreSQL, Ms. SQL Server, Ms. Office, Leadership",,5000000.0,8000000.0
SKU-NUNU1362,,,0,Junior,Kota Bandung,"SMK Negeri 4 Bandung, null, 2021 - 2024","SMP Negeri 48 Bandung, null, 2018 - 2021",,0,0,,"React .js, Tailwind CSS, PHP","[""Second Champion Level National (Indonesia) Smart School Competition Certificate (12/2021)"",""Comunity Bonding Talk in SMKDEV (12/2023)"",""Certificate of project collaboration with PT JagooIT (12/2023)"",""SMKDEV Bootcamp Scholarship Batch 1 (Frond End) (10/2023 - 12/2023)"",""Oracle Academy Java Fundamentals (02/2023)"",""Kemakom Goes To School (KGTS) (08/2022)"",""Literasi Digital Nasional Kominfo (11/2021)""]",3000000.0,5000000.0
SKU-QUNU380,Quality Assurance Analyst,,1,Junior,"Bandung, Jawa Barat","Universitas Komputer Indonesia - Bandung, Jawa Barat Sep 2018 - Aug 2022",,,0,0,,"BrowserStack, ClickUp, pgAdmin, Postman, DBeaver, Selenium, Katalon Studio, SQL",,6000000.0,9000000.0
SKU-PRNU318,Programmer,,3,Mid-Level,West Bandung,"Universitas Pasundan Bandung, Informatic Engineering 2015 – 2019",,,0,0,,"Java, PHP, Algorithm & Programming, MySQL, System analysis and design, Version control, JavaScript, Design Pattern, CodeIgniter, Groovy, Laravel, Nodejs, ReactJs",,8000000.0,12000000.0
SKU-NUNU446,,,2,Entry-Level,"Kota Bandung, Jawa Barat",SMKN 1 Bandung (2022-2025) Jurusan Bisnis Digital,,,0,0,,"Ms. Word, Adobe Photoshop, Capcut, Canva, Instagram, Tiktok",[],3000000.0,5000000.0
SKU-FUNU323,Full Stack Developer,,7,Mid-Level,"Sukabumi, Jawa Barat","Teknik Informatika
Universitas Nusa Putra
2020
S1",,,0,0,,"Design Grafis, Content Writer, SEO, Digital Marketing, Web Developer, Google Analytics, Public Speaking, Bahasa Indonesia, Bahasa Inggris",[],8000000.0,12000000.0
SKU-FUNU776,Fullstack Developer,,5,Mid-Level,"Jakarta, Indonesia","Universitas Muhammadiyah Cirebon, Informatika, 2023",,,0,0,,"Vue.js, Go (Programming Language), PHP, Node Js, Golang, JavaScript, Laravel, CI, Next JS, React","[""Belajar Dasar Pemrograman"",""JavaScript"",""Belajar Membuat Aplikasi Back-End\nuntuk Pemula"",""Belajar Dasar Pemrograman Web"",""Belajar Dasar Git dengan GitHub"",""Menjadi Front-End Web Developer\nExpert""]",8000000.0,12000000.0
SKU-QUNU1322,Quality Assurance Engineer,,4,Mid-Level,"Bandung, West Java, Indonesia","Politeknik Negeri Bandung, Telecommunications Engineering, 2018","SMAN 1 GARUT, null, 2014",,0,0,,"Quality Assurance, Cypress, Performance Testing Tools, Selenium, Katalon, JMeter, Jira, Postman, ReactJS, PHP, CodeIgniter 4","[""Scrum Foundation Professional Certificate"",""Apache JMeter Intro"",""ISTQB® Foundation Level"",""Cypress - Modern Automation Testing""]",8000000.0,12000000.0
SKU-BANU428,Backend Developer,,3,Mid-Level,Kota Semarang,"SMK NEGERI 7 SEMARANG - Sistem Informatika, Jaringan dan Aplikasi | 2017 - 2021",,,0,0,,"Java, JavaScript, TypeScript, Spring Boot, Laravel, Node.js, Express.js, React.js, Next.js, Angular, Vue.js, Nuxt.js, MySQL, PostgreSQL, MongoDB","[""Full-Stack Web Developer Bootcamp, Enigma Camp, June 2024."",""Belajar Membuat Aplikasi Back-End untuk Pemula, Dicoding Indonesia, October 2023 (Expires October 2026)."",""Junior Web Programmer, BNSP, November 2021 (Expired November 2024)."",""Pelatihan Junior Web Developer Program Vocational School Graduate Academy Digital Talent Scholarship Tahun 2021, Digital Talent Scholarship, November 2021."",""Belajar Fundamental Front-End Web Development, Dicoding Indonesia, October 2021 (Expired October 2024)."",""Belajar Dasar Git dengan GitHub, Dicoding Indonesia, July 2021 (Expired July 2024)."",""Belajar Membuat Front-End Web untuk Pemula, Dicoding Indonesia, July 2021 (Expired July 2024)."",""Belajar Dasar Pemrograman Web, Dicoding Indonesia, June 2021 (Expired June 2024)."",""Belajar Dasar Pemrograman JavaScript, Dicoding Indonesia, August 2023 (Expired August 2024).""]",8000000.0,12000000.0
SKU-FRNU564,Frontend Engineer,,3,Mid-Level,"Bogor, Indonesia","Pakuan Univeristy - Bachelor Degree in Computer Science, 3.46/4.00 (10/2020)",,,0,0,,"NextJs, React Js, React Native, Refine, Redux, Zustand, React Query, Rest API, GraphQL, Antd, Vue Js, Firebase, Typescript",[],8000000.0,12000000.0
SKU-ACNU860,Acting Head Of Product And Engineering,,5,Mid-Level,,"Gunadarma University, Accounting, 2019","Singapore Management University, Executive Program - Product Management, 2022",,0,0,,"Java, PHP, JS, Salesforce.com","[""Executive Program - Product Management""]",15000000.0,25000000.0
SKU-FUNU1228,Fullstack Engineer,,3,Mid-Level,"Jember, East Java, Indonesia","Bachelor of Computer majoring in Information System, University Of Jember (June 2015 – Jun 2019)",Backend Engineer in Binar Academy (Sept 2022),,0,0,,"Ruby, Node.js, Golang, React, MySQL, PostgreSQL, MongoDB, Microsoft Office, Git, CI/CD, Oauth, JWT",[],8000000.0,14000000.0
SKU-NUNU1193,,,4,Junior,Bogor,"Bachelor of Technology Information, Institut Bisnis dan Informatika Bogor, 2019 - 2023","Computer Software Engineering, SMK Wikrama Bogor, 2016 - 2019",,0,0,,"Golang, NoSQL & SQL, REST API, GIT, CI/CD, Clean Code, Cloud Computing, Unit Testing, gRPC, Docker",,8000000.0,12000000.0
SKU-OPNU606,Operator Sekolah,,0,Entry-Level,"Limag, Kec. Limag Raya, Kab.Simalungun. Sumatera Utara","Universitas Simalungun, S.Pd ( Bahasa dan Sastra Indonesia), null",,,0,0,,"Microsoft Office, Publik Speaking, Teamwork, Communicatoon, Problem Solving, Leadership",,3500000.0,5000000.0
SKU-FUBA229,Full Stack Android Developer,Backend Developer,2,Junior,Bandung,"Informatics Engineering, Indonesia Computer University, 2020",,,0,0,,"Android Studio, Java, PHP, Golang, ASP.NET",,6000000.0,9000000.0
SKU-BANU690,Backend Developer,,3,Mid-Level,Surabaya,"17 August 1945 University Surabaya - Surabaya, Indonesia Aug 2023 - Aug 2027 (Expected) Bachelor of Informatics Engineering","Telkom Vocational High School Malang - Malang, Indonesia Jul 2017 - Jul 2020 Senior High School, Software Engineering, 3.60/4.00",,0,0,,"PHP, JavaScript, HTML, CSS, Laravel, Node.js, Next.js, Git, GitHub, RESTful APIs, Database Management, Server-Side Development, Postman, VSCode",,8000000.0,12000000.0
SKU-MANU1136,Mahasiswa,,0,Junior,Kabupaten Tegal,Mahasiswa Teknik Informatika,SMK NEGERI 1 ADIWERNA Teknik Pengelasan (2018-2021),SMP NEGERI 1 ADIWERNA Siswa SMP Negeri 1 Adiwerna (2015-2018),0,0,,"web, mobile, AI, Linux, Windows",,3000000.0,5000000.0
SKU-INNU940,Informatics Engineering Student,,1,Junior,Jakarta,"INSTITUT TEKNOLOGI PLN Jakarta, Informatics Engineering, 2020 - Present","Bangkit Academy led by Google, Tokopedia, Gojek, & Traveloka February 2023 – June 2023",Vocational School Graduate Academy February 2023 – March 2023,0,0,,"Kotlin, Android, Jetpack Compose, HTML, CSS, Javascript, PHP, MySQL, Wordpress, Python","[""Junior Web Developer Cikarang, 2023 BPPTIK Kementerian Kominfo – BNSP"",""Pemrograman Dengan Kotlin Jakarta (Online), 2023 Dicoding – Bangkit Kampus Merdeka"",""Membuat Aplikasi Android Untuk Pemula Jakarta (Online), 2023 Dicoding – Bangkit Kampus Merdeka"",""Fundamental Aplikasi Android Jakarta (Online), 2023 Dicoding – Bangkit Kampus Merdeka"",""Microsoft Office Specialist (Word) Jakarta, 2021 Certiport – Laboratorium ITCC ITPLN""]",4000000.0,7000000.0
SKU-JUNU1168,JUNIOR PROGRAMMER,,0,Junior,Tasikmalaya,"Diploma III | Informatics Management
LP3I Polytechnich Campus in Tasikmalaya
2022 - Now","Computer Network
Bantarkalong Vocational High Schooll
2019 - 2022",,0,0,,"MySql, Laravel 11, Tailwind CSS, JavaScript, Bootstrap Framework, CodeIgniter 3","[""OS Installations"",""Networking"",""Printer Technician"",""Design"",""Communication"",""Hard Worker""]",4000000.0,6000000.0
SKU-SONU067,Software Quality Assurance,,1,Junior,"Tanggerang Selatan, Indonesia","UNIVERSITAS PUTRA INDONESIA YPTK PADANG (2017 - 2023) S1 Teknik Informatika - IPK 3,44",,,0,0,,"Quality assurance testing, Test case management, API Testing, Software testing methodologies, Defect management, SQL database testing, Problem-solving skills, Test tools and frameworks, Software development life cycle, Communication skills, Collaboration, JavaScript, PHP, Firebase Dashboard, Testrail, RedHat OpenShift, MobaXterm, Microsoft Office, SQL Developer, Heidi SQL, Katalon, JMeter, Notepad++, Jira, Postman, Trello, Zephyr Scale, Selenium WebDriver, Selenium IDE",[],5000000.0,8000000.0
SKU-LANU1006,Laboratory Assistance,,1,Junior,Surakarta,"Universitas Sebelas Maret [Surakarta], Bachelor Degree of Engineering Faculty, 2020-2024","SMA Negeri 6 Yogyakarta [Yogyakarta], Mathematics and Science, 2020-2024",,0,0,,"PHP/Laravel, NodeJS, Python, Golang, Arduino, C/C++, SQL, Internet of Things, Backend Development, PCB Design, AutoCAD, Microcontroller Programming","[""Associate Cloud Engineer Certificate""]",5000000.0,8000000.0
SKU-NUNU591,,,0,Junior,"Bogor, Jawa Barat","UNIVERSITAS INDRAPRASTA PGRI, Bachelor of Computer Science, 2019 - 2024",,,0,0,,"Microsoft Office, Java, Javascript, HTML CSS, Cloud Computing, PHP, SQL, Python, Effective Communication",[],3000000.0,5000000.0
SKU-WENU949,Web Developer,,7,Mid-Level,Depok City,"Universitas Gadjah Mada, Computer Science, null","Senior highschool SMAN 2 Depok City, null, null",,0,0,,"UI / UX DESIGNER, SEO SPECIALIST, FRONTEND DE V, Wordpress, Shopify",,8000000.0,14000000.0
SKU-BABA213,Backend Developer,Backend Developer,5,Mid-Level,Bandung city,"STT BANDUNG, Bachelor of Information Engineering, 2021",,,0,0,,"Go, PHP, Postgresql, Mysql, MongoDB, Redis, Apache Kafka, Docker, Git, Jira, Trello, Lark","[""Manajemen Proyek dan IT Resource Planning untuk Project Manager | Course from Kartu Prakerja at Rumah Siap Kerja | Oktober 2023""]",12000000.0,18000000.0
SKU-WENU987,Web Development Office,,1,Junior,"Kota Semarang, Jawa Tengah","S1 – Teknik Informatika (2019/2023), Fakultas Ilmu Komputer, Universitas Dian Nuswantoro","MIPA (2016/2019), SMA Negeri 7 Semarang",,0,0,,"Microsoft Office, HTML, CSS, Bootstrap, Javascript, JQuery, PHP, Laravel, MySQL, Microsoft SQL Server, PostgreSQL","[""Sertifikat Kompetensi “Skema Sertifikasi Pengembang Web” oleh LSP (2023)"",""Sertifikat “Center for Foreign Language” dengan nilai 467 oleh UDINUS (2023)""]",4000000.0,6000000.0
SKU-NUNU754,,,1,Junior,Jakarta Timur,"BINUS UNIVERSITY, Computer Science, 2020 - 2024",,,0,0,,"Next.js, React.js, Redux, jQuery, HTML, CSS, JavaScript, SCSS, Bootstrap, Tailwind, Cypress, Postman, PHP, Laravel, GitHub, GitLab, Figma, Adobe Photoshop, Lightroom, Premiere Pro","[""Front-end Developer META Certified in Front-End Development, JavaScript, Version Control, HTML and CSS, React Basics, Advanced React, Principles of UX/UI Design."",""Web Development FREECODECAMP Certified in Responsive Web Design, JavaScript Algorithms and Data Structures"",""Web Development SOLOLEARN Certified in Web Development Fundamentals and HTML"",""Digital Marketing RWP GROUP DIGITAL MARKETING CONSULTANT Learned how to build and deploy a website to market business products with Wordpress, Google Search Engine Optimization (SEO) and other necessary tools.""]",6000000.0,9000000.0
SKU-SINU544,Siswa,,1,Junior,Kab. Malang,"SMK NEGER 1 KEPANJEN, Teknik Komputer dan Jaringan, 2025","SMP NEGERI 5 KEPANJEN, Kelas 7A,8A,9A, 2023",,0,0,,"Microsoft Word, Exel, PowerPoint, MikroTik, alat jaringan",,3000000.0,4500000.0
